0,0
0.001,17.452406
0.002,34.899497
0.003,52.335956
0.004,69.756474
0.005,87.155743
0.006,104.528463
0.007,121.869343
0.008,139.173101
0.009,156.434465
0.01,173.648178
0.011,190.808995
0.012,207.911691
0.013,224.951054
0.014,241.921896
0.015,258.819045
0.016,275.637356
0.017,292.371705
0.018,309.016994
0.019,325.568154
0.02,342.020143
0.021,358.36795
0.022,374.606593
0.023,390.731128
0.024,406.736643
0.025,422.618262
0.026,438.371147
0.027,453.9905
0.028,469.471563
0.029,484.80962
0.03,500
0.031,515.038075
0.032,529.919264
0.033,544.639035
0.034,559.192903
0.035,573.576436
0.036,587.785252
0.037,601.815023
0.038,615.661475
0.039,629.320391
0.04,642.78761
0.041,656.059029
0.042,669.130606
0.043,681.99836
0.044,694.65837
0.045,707.106781
0.046,719.3398
0.047,731.353702
0.048,743.144825
0.049,754.70958
0.05,766.044443
0.051,777.145961
0.052,788.010754
0.053,798.63551
0.054,809.016994
0.055,819.152044
0.056,829.037573
0.057,838.670568
0.058,848.048096
0.059,857.167301
0.06,866.025404
0.061,874.619707
0.062,882.947593
0.063,891.006524
0.064,898.794046
0.065,906.307787
0.066,913.545458
0.067,920.504853
0.068,927.183855
0.069,933.580426
0.07,939.692621
0.071,945.518576
0.072,951.056516
0.073,956.304756
0.074,961.261696
0.075,965.925826
0.076,970.295726
0.077,974.370065
0.078,978.147601
0.079,981.627183
0.08,984.807753
0.081,987.688341
0.082,990.268069
0.083,992.546152
0.084,994.521895
0.085,996.194698
0.086,997.56405
0.087,998.629535
0.088,999.390827
0.089,999.847695
0.09,1000
0.091,999.847695
0.092,999.390827
0.093,998.629535
0.094,997.56405
0.095,996.194698
0.096,994.521895
0.097,992.546152
0.098,990.268069
0.099,987.688341
0.1,984.807753
0.101,981.627183
0.102,978.147601
0.103,974.370065
0.104,970.295726
0.105,965.925826
0.106,961.261696
0.107,956.304756
0.108,951.056516
0.109,945.518576
0.11,939.692621
0.111,933.580426
0.112,927.183855
0.113,920.504853
0.114,913.545458
0.115,906.307787
0.116,898.794046
0.117,891.006524
0.118,882.947593
0.119,874.619707
0.12,866.025404
0.121,857.167301
0.122,848.048096
0.123,838.670568
0.124,829.037573
0.125,819.152044
0.126,809.016994
0.127,798.63551
0.128,788.010754
0.129,777.145961
0.13,766.044443
0.131,754.70958
0.132,743.144825
0.133,731.353702
0.134,719.3398
0.135,707.106781
0.136,694.65837
0.137,681.99836
0.138,669.130606
0.139,656.059029
0.14,642.78761
0.141,629.320391
0.142,615.661475
0.143,601.815023
0.144,587.785252
0.145,573.576436
0.146,559.192903
0.147,544.639035
0.148,529.919264
0.149,515.038075
0.15,500
0.151,484.80962
0.152,469.471563
0.153,453.9905
0.154,438.371147
0.155,422.618262
0.156,406.736643
0.157,390.731128
0.158,374.606593
0.159,358.36795
0.16,342.020143
0.161,325.568154
0.162,309.016994
0.163,292.371705
0.164,275.637356
0.165,258.819045
0.166,241.921896
0.167,224.951054
0.168,207.911691
0.169,190.808995
0.17,173.648178
0.171,156.434465
0.172,139.173101
0.173,121.869343
0.174,104.528463
0.175,87.155743
0.176,69.756474
0.177,52.335956
0.178,34.899497
0.179,17.452406
0.18,1.23E-13
0.181,-17.452406
0.182,-34.899497
0.183,-52.335956
0.184,-69.756474
0.185,-87.155743
0.186,-104.528463
0.187,-121.869343
0.188,-139.173101
0.189,-156.434465
0.19,-173.648178
0.191,-190.808995
0.192,-207.911691
0.193,-224.951054
0.194,-241.921896
0.195,-258.819045
0.196,-275.637356
0.197,-292.371705
0.198,-309.016994
0.199,-325.568154
0.2,-342.020143
0.201,-358.36795
0.202,-374.606593
0.203,-390.731128
0.204,-406.736643
0.205,-422.618262
0.206,-438.371147
0.207,-453.9905
0.208,-469.471563
0.209,-484.80962
0.21,-500
0.211,-515.038075
0.212,-529.919264
